,Text,Language
1481,దాంతో పోలీసులు ఆయనను బలవంతంగా వెనక్కి పంపేశారు.,Telugu
1058,"உங்கள் தவறு என்னவென்றால், அன்றிலிருந்து இன்றுவரை உங்களுக்கு ஏதாவது நல்லது செய்வோம்.",Tamil
632,[30] அது ஒரு தனிப்பட்ட ஆங்கில மொழிப் பதிப்பாக விக்கிப்பீடியா.காம் .,Tamil
23,ആർക്കും എഴുതാവുന്ന ഒരു സ്വതന്ത്രവിജ്ഞാനകോശം എന്ന ആശയം സ്വതന്ത്ര സോഫ്റ്റ് വെയറിന്റെ പ്രണേതാവായ റിച്ചാർഡ് സ്റ്റാൾമാൻ 1999-ൽ മുന്നോട്ടു വച്ചിരുന്നു[5][6].,Malayalam
898,மிக்க நன்றி.,Tamil
1265,ತುಂಬಾ ಧನ್ಯವಾದಗಳು.,Kannada
502,നിങ്ങൾക്ക് എനിക്ക് ഉപ്പ് തരാമോ?,Malayalam
339,എന്നോട് ക്ഷമിക്കൂ.,Malayalam
1425,"ಅವನು ಸುಂದರವಾಗಿದ್ದನು, ಅವನು ನನ್ನ ಬಗ್ಗೆ ಅಷ್ಟಾಗಿ ಕಾಳಜಿ ವಹಿಸಲಿಲ್ಲ ಆದರೆ ನನ್ನ ಪ್ರಿಯನು ನೀವು ಇತರರಿಗೆ ಚಿಕಿತ್ಸೆ ನೀಡಿದ ರೀತಿ ಎಂದು ನನಗೆ ತಿಳಿದಿದೆಯೆ ಎಂದು ನನಗೆ ತಿಳಿದಿದೆ, ನಾನು ಅಮ್ಮನಾಗಿ ವರ್ತಿಸಿದ ರೀತಿಗೆ ನನಗೆ ಕ್ಷಮಿಸಿ.",Kannada
1619,అయితే దీనిపై బీజేపీ ఎలా స్పందిస్తుందనే దానిపై ఉత్కంఠత నెలకొంది.,Telugu
731,"அடுத்த முறை நீங்கள் பள்ளியிலிருந்து கணித வீட்டுப்பாடம் பெறும்போது, ​​உங்கள் கணித புத்தகத்தை பள்ளியில் விட்டுவிட்டால், நீங்கள் ஒரு உண்மையான தீர்வில் இருப்பதாக உங்கள் நண்பர்களிடம் சொல்லலாம், இப்போது சொல் பிழைத்திருத்தத்திற்கு ஏதாவது செய்ய வேண்டும் என்று நீங்கள் நினைக்கலாம் எதையாவது சரிசெய்தல்.",Tamil
1338,ನಾನು ಹೆದರುತ್ತೇನೆ.,Kannada
1311,ಖಚಿತವಾಗಿ ಮುಂದುವರಿಯಿರಿ.,Kannada
1009,"இந்த வீடியோ உங்களுக்கு பிடித்திருந்தால், இதுபோன்ற பொத்தானை அழுத்துவதன் மூலம் ஒரு கட்டைவிரலைக் கொடுங்கள், மேலும் எனது சமீபத்திய படிப்பினைகளை இங்கே யூடியூபில் பெற சந்தா பொத்தானைக் கிளிக் செய்வதன் மூலம் இந்த சேனலுக்கு குழுசேர நினைவில் கொள்க.",Tamil
1499,ప్రధాన ఎన్నికల కమిషనర్ గా సునీల్ అరోరా వ్యవహరిస్తున్నారు.,Telugu
1102,ನಾನು ಈ ಸಂಜೆ ನನ್ನ ಸ್ನೇಹಿತರೊಂದಿಗೆ ಸಂಧಿಸುವಿಕೆಯನ್ನು ಹೊಂದಿದ್ದೇನೆ ಅಥವಾ ನಾಳೆ ನನ್ನ ಸ್ನೇಹಿತರೊಂದಿಗೆ ಸಂಧಿಸಲು ಹೋಗುತ್ತಿದ್ದೇನೆ.,Kannada
470,ഒരു നിമിഷം എനിക്ക് നിങ്ങളെ അവിടെ നിർത്താൻ കഴിയുമോ?,Malayalam
1919,కాని ఇంకా ఏ సినిమా ఓకే చెయ్యలేదని సమాచారం.,Telugu
1703,దీన్ని దిల్లీ ముఖ్యమంత్రి అరవింద్‌ కేజ్రీవాల్‌ రీ ట్వీట్‌ చేశారు.,Telugu
349,"നിങ്ങൾക്ക് എന്തെങ്കിലും ലഭിച്ചില്ല, തുടർന്ന് നിങ്ങൾക്ക് ഒരു അധിക ഇഫക്റ്റ് ലഭിക്കുന്നു, നിങ്ങൾക്കത് ലഭിക്കുന്നു എന്നതാണ് സാഹചര്യം.",Malayalam
1495,ఎక్కడికీ ప్రయాణాలు చేయకండి.,Telugu
1591,అంతేకాదు సోదరీసోదరులారా . ఏ ఒక్క భారతీయుడు ప్రగతికి దూరమైనా భారతదేశంలో అది ఆమోదయోగ్యం కాదు.,Telugu
289,ഈ 10 വാക്കുകളിൽ ഏതാണ് നിങ്ങളുടെ പ്രിയങ്കരമെന്നും ഒപ്പം എന്നോട് പറയുന്നതും.,Malayalam
1993,ఇషాంత్ శర్మకి ఇది టెస్టుల్లో 300వ వికెట్ కావడం విశేషం.,Telugu
1028,"இது மிகவும் அகங்காரமான கனவு அம்மாவாக இருந்தது, நீங்கள் என்ன சொல்கிறீர்கள் என்று உங்களுக்குத் தெரியாது என்று கனவு எனக்கு உணர்த்தியுள்ளது, தங்கத்தால் செய்யப்பட்ட வீட்டில் ரொட்டியில் நான் இங்கே சாப்பிடும் வகையை விட மிகப் பெரிய உணவு எனக்குத் தேவை என்பதை உணர்த்தியது.",Tamil
464,നിങ്ങൾ തലയിൽ ആണി അടിച്ചു.,Malayalam
430,പതിവ്.,Malayalam
1466,చలపతి: ఏం లేదు.,Telugu
813,அது ஒரு பொருட்டல்ல.,Tamil
334,നിങ്ങൾ തിരക്കിലായിരുന്നതിനാൽ ഞാൻ ശ്രദ്ധിച്ചില്ല.,Malayalam
1079,ಮೂರನೆಯ ಸಂಖ್ಯೆ ಸುವ್ ಸುವ್ ಸುವ್ ಎಂದರೆ ಸಭ್ಯವಾಗಿರಲು ತಂಪಾಗಿರಲು ಅತ್ಯಾಧುನಿಕ ಮತ್ತು.,Kannada
1840,అడ్మిషన్ 40 మీటర్ల పరిధిలో ఉండవచ్చు.,Telugu
1716,"దీపపు వెలుగు నీలో ఇకను ప్రకాశింపనే ప్రకాశింపదు, పెండ్లి కుమారుని స్వరమును పెండ్లికుమార్తె స్వరమును నీలో ఇక ఎన్నడును వినబడవు అని చెప్పెను.",Telugu
294,"ഒരു ഇംഗ്ലീഷ് സംസാരിക്കുന്ന രാജ്യത്തേക്ക്, നിങ്ങൾക്ക് ഇത് പൂർണ്ണമായും ഉപയോഗിക്കാൻ കഴിയും.",Malayalam
1053,"அது உண்மையில் நீங்கள் விரும்பினால், நான் உங்களை வீட்டிற்கு அழைத்துச் செல்வேன் டெரன்ஸ் அழுவதையும் மகிழ்ச்சியற்றதையும் எடுத்துக் கொண்டார்.",Tamil
664,[62] சிலவேளைகளில் இதற்காக வாக்கெடுப்பும் நடத்தப்படும்.,Tamil
976,நிச்சயமாக எந்த பிரச்சனையும் இல்லை.,Tamil
1622,అక్కడ వాళ్లు గేమ్ ఆడుతున్నాను.,Telugu
835,நீங்கள் மிகவும் கோபமாக இருப்பது நான் மிகவும் கோபமாக இருந்ததைப் போல நான் வெளியேறினேன் என்று சொல்வது .இது மிகவும் கோபமாக இருக்கிறது.,Tamil
1172,"ಬಹುಶಃ ನೀವು ಫೋನ್‌ನಲ್ಲಿ ಮಾತನಾಡುತ್ತಿದ್ದೀರಿ ಮತ್ತು ಯಾರಾದರೂ ನಿಮ್ಮೊಂದಿಗೆ ಮಾತನಾಡುತ್ತಿದ್ದರು, ಮತ್ತು ನೀವು ಹಾಗೆ.",Kannada
1924,"కాంగ్రెస్‌ నాయకుడు సల్మాన్‌ ఖుర్షిద్‌, సీపీఐ (ఎంఎల్‌) నేత కవిత కృష్ణన్‌, విద్యార్థి కార్యకర్త కవల్‌ ప్రీత్‌కౌర్‌, శాస్త్రవేత్త గౌహర్‌రజ, న్యాయవాది ప్రశాంత్‌ భూషణ్‌ పేర్లను కూడా నిందితులపై ఛార్జిషీట్‌ సమర్పిస్తూ చేసిన ప్రకటనలో ప్రస్తావించారు.",Telugu
1438,ఓకే కుటుంబానికి చెందిన ముగ్గురు మృతిచెందటంతో ఈ సంఘటన కలవరపర్చింది.,Telugu
1702,ఉన్నతమైన మీ బాధ్యతను నిర్వర్తించండి ” అని అన్నాడు.,Telugu
486,അടുത്ത ശനിയാഴ്ച നിങ്ങൾ സ്വതന്ത്രനാണോ?,Malayalam
918,எனக்கு தெரியாது என்று பயப்படுகிறேன்.,Tamil
760,இந்த 10 வார்த்தைகளில் எது உங்களுக்கு பிடித்தது மற்றும் என்னவென்று என்னிடம் கூறுகிறது.,Tamil
1460,కొద్దిగా జ్వరం కూడా వస్తుంది.,Telugu
574,പട്ടിണി കിടക്കുന്ന എനിക്ക് തീർച്ചയായും ആ രുചികരമായ ഭക്ഷണം കഴിക്കാൻ കഴിയുമോ?,Malayalam
52,"അറിവു പങ്കു വെയ്കാനും, ഉയർന്ന ഗുണമേന്മയുള്ള വിജ്ഞാനകോശം സൃഷ്ടിക്കണമെന്ന് ആഗ്രഹിക്കുകയും, പരസ്പരബഹുമാനവും, വിജ്ഞാനതൃഷ്ണയുമുള്ള ഓൺലൈൻ സമൂഹമാണ് വിക്കിപീഡിയയുടെ ശക്തി.",Malayalam
